Patch ID,Bulletin ID,Patch Description,Patch Status,Computer Name,KB Number,Release Date,Vendor
31103,MS21-MAR14,2021-03 Cumulative Update for Windows Server 2016 for x64-based Systems (KB5001633),Missing,T16WEBT1,5001633,"Mar 18, 2021",Microsoft
31103,MS21-MAR14,2021-03 Cumulative Update for Windows Server 2016 for x64-based Systems (KB5001633),Missing,T16SQLD1,5001633,"Mar 18, 2021",Microsoft
31103,MS21-MAR14,2021-03 Cumulative Update for Windows Server 2016 for x64-based Systems (KB5001633),Missing,T16WEBT2,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0222,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0223,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0224,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,PCI-AIO-990XXX,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0199,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0210,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0225,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0228,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0220,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0226,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,XX-XXXXAIO,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0209MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0213MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0212MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0215MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0214MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0218MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0219MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0217MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0216MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,99-0119MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,99-0118MTH,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0227,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0230,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0229,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0232,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0231,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0233,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0234,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0235,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0236,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0237,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0240,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0239,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0241,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0238,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0242,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0243,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0244,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0245,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0246,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0247,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0248,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,99-0126AIO,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,99-0128AIO,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,99-0129AIO,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,99-0130AIO,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0253,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0254,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0255,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0256,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0257,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0258,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0260,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0263,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0267,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0266,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0264,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0268,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0269,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0265,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0271,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0274,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0276,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0277,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0278,5001633,"Mar 18, 2021",Microsoft
31105,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB5001633),Missing,30-0279,5001633,"Mar 18, 2021",Microsoft
31109,MS21-MAR14,2021-03 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5001638),Missing,P19BOJD2,5001638,"Mar 18, 2021",Microsoft
31110,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1809 for x64-based Systems (KB5001638),Missing,NLPTP1,5001638,"Mar 18, 2021",Microsoft
31111,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB5001648),Missing,40-0160,5001648,"Mar 18, 2021",Microsoft
31111,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB5001648),Missing,40-0189,5001648,"Mar 18, 2021",Microsoft
31111,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB5001648),Missing,46-0193,5001648,"Mar 18, 2021",Microsoft
31111,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB5001648),Missing,40-0294,5001648,"Mar 18, 2021",Microsoft
31111,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB5001648),Missing,46-0177,5001648,"Mar 18, 2021",Microsoft
31111,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB5001648),Missing,QST-LAP-021828,5001648,"Mar 18, 2021",Microsoft
31111,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB5001648),Missing,QST10-Corel,5001648,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,40-0182,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,46-0179,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,40-0262,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,46-0188,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,98-0066,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,40-0298,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,40-0334,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,40-0345,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990131,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,20-0002,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-400214,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990080,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990102,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990103,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990111,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,40-0350,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-400211,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-400230,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990124,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990121,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990120,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990123,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990122,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-400185,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-021826,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990085,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QSTADMIN01,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,02-1818,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-990063,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,QST-LAP-021830,5001649,"Mar 18, 2021",Microsoft
31114,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5001649),Missing,20-0008,5001649,"Mar 18, 2021",Microsoft
31115,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 2004 for x64-based Systems (KB5001649),Missing,46-0158,5001649,"Mar 18, 2021",Microsoft
31115,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 2004 for x64-based Systems (KB5001649),Missing,CV-12,5001649,"Mar 18, 2021",Microsoft
31115,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 2004 for x64-based Systems (KB5001649),Missing,QST-DSK-990072,5001649,"Mar 18, 2021",Microsoft
31115,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 2004 for x64-based Systems (KB5001649),Missing,40-0349,5001649,"Mar 18, 2021",Microsoft
31115,MS21-MAR14,2021-03 Cumulative Update for Windows 10 Version 2004 for x64-based Systems (KB5001649),Missing,QST-DSK-990067,5001649,"Mar 18, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,40-0160,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,40-0189,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,46-0178,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,46-0193,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,40-0294,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,46-0177,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,46-0221,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,QST-LAP-021828,5001205,"Mar 24, 2021",Microsoft
31131,MS21-MAR15,2021-03 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB5001205),Missing,QST10-Corel,5001205,"Mar 24, 2021",Microsoft
97212,MSWU-243,Update for Windows Server 2008 (KB976470),Missing,T8CTSP1,976470,"Nov 16, 2009",Microsoft
97212,MSWU-243,Update for Windows Server 2008 (KB976470),Missing,T8FILP1,976470,"Nov 16, 2009",Microsoft
97212,MSWU-243,Update for Windows Server 2008 (KB976470),Missing,T8APPP1,976470,"Nov 16, 2009",Microsoft
97317,MSWU-255,Update for Rights Management Services Client for Windows Server 2008 (KB979099),Missing,T8CTSP1,979099,"Feb 8, 2010",Microsoft
97317,MSWU-255,Update for Rights Management Services Client for Windows Server 2008 (KB979099),Missing,T8FILP1,979099,"Feb 8, 2010",Microsoft
97317,MSWU-255,Update for Rights Management Services Client for Windows Server 2008 (KB979099),Missing,T8APPP1,979099,"Feb 8, 2010",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8PDCP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8PRTP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8COND1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8BRZP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8EPOP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,PCISAPCLT,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8FILP2,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8MDCP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,PCIAD100,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8APPP2,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8CASL1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8ADSP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8FILP3,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8WEBD1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8WEBQ1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8WBSP2,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8WEBT1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8WEBT2,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T08OPMP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,TOAPPP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,TMSQLP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,TCAEDP1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8WAPD1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,TOSQLS1,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8FILP10,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,T8WEBT3,2506928,"Apr 25, 2011",Microsoft
97758,MSWU-335,Update for Windows Server 2008 R2 x64 Edition (KB2506928),Missing,P08CMSP1,2506928,"Apr 25, 2011",Microsoft
97767,MSWU-337,Update for Windows Server 2008 R2 x64 Edition (KB2515325),Missing,T8WBSP2,2515325,"Apr 25, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8PDCP1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8SQLD1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8PRTP1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8COND1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8SQLQ1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8BRZP1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8EPOP1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8FILP2,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8MDCP1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,PCIAD100,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8APPP2,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8CASL1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8ADSP1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8FILP3,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8WEBD1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8WEBQ1,982018,"Apr 27, 2011",Microsoft
97773,MSWU-338,Update for Windows Server 2008 R2 x64 Edition (KB982018),Missing,T8WBSP2,982018,"Apr 27, 2011",Microsoft
