Patch ID,Bulletin ID,Patch Description,Patch Status,Computer Name,KB Number,Release Date,Vendor
29563,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 (KB4569736) (ESU)",Missing,TOOL13-PC,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,07-0708,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,40-0049,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,46-0140,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,46-0143,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,46-0145,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,PESCA139,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,40-0225,4569736,"Aug 11, 2020",Microsoft
29564,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 3.5.1 for Windows 7 for x64 (KB4569736) (ESU)",Missing,98-0043,4569736,"Aug 11, 2020",Microsoft
29566,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.5.2 for Windows Server 2008 R2 for x64 (KB4569743) (ESU)",Missing,T8XSWP1,4569743,"Aug 11, 2020",Microsoft
29566,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.5.2 for Windows Server 2008 R2 for x64 (KB4569743) (ESU)",Missing,TCAEDP1,4569743,"Aug 11, 2020",Microsoft
29567,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.5.2 for Windows 7 for x64 (KB4569743) (ESU)",Missing,46-0140,4569743,"Aug 11, 2020",Microsoft
29570,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows 7 (KB4569740) (ESU)",Missing,TOOL13-PC,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,PCISAPCLT,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,T8ADSP1,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,T8WEBD1,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,T8WEBQ1,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,T8WEBT1,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,PCIPORD1,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,T8WEBT2,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,T8WAPD1,4569740,"Aug 11, 2020",Microsoft
29571,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows Server 2008 R2 for x64 (KB4569740) (ESU)",Missing,T8WEBT3,4569740,"Aug 11, 2020",Microsoft
29573,MS20-AUG13,"KB4570500, 2020-08 Security Only Update for .NET Framework 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 for Windows 7 for x64 (KB4569740) (ESU)",Missing,98-0043,4569740,"Aug 11, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8PDCP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8SQLD1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8PRTP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8COND1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8SQLQ1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8BRZP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8EPOP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,PCISAPCLT,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8FILP2,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8MDCP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,PCIAD100,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,PCILD100,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8APPP2,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8CASL1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8XSWP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8ADSP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8FILP3,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8WEBD1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8WEBQ1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8WEBT1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,PCIPORD1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,PCIBOJD1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8WEBT2,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T08OPMP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,TOAPPP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,TMSQLP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,TCAEDP1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8WAPD1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,TOSQLS1,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8FILP10,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8XAPD2,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,T8WEBT3,4577053,"Sep 8, 2020",Microsoft
29762,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 R2 for x64-based Systems (KB4577053) (ESU),Missing,P08CMSP1,4577053,"Sep 8, 2020",Microsoft
29763,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x86-based Systems (KB4577053) (ESU),Missing,TOOL9-PC,4577053,"Sep 8, 2020",Microsoft
29763,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x86-based Systems (KB4577053) (ESU),Missing,TOOL10-PC,4577053,"Sep 8, 2020",Microsoft
29763,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x86-based Systems (KB4577053) (ESU),Missing,TOOL13-PC,4577053,"Sep 8, 2020",Microsoft
29764,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x64-based Systems (KB4577053) (ESU),Missing,07-0708,4577053,"Sep 8, 2020",Microsoft
29764,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x64-based Systems (KB4577053) (ESU),Missing,46-0140,4577053,"Sep 8, 2020",Microsoft
29764,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x64-based Systems (KB4577053) (ESU),Missing,46-0143,4577053,"Sep 8, 2020",Microsoft
29764,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x64-based Systems (KB4577053) (ESU),Missing,46-0145,4577053,"Sep 8, 2020",Microsoft
29764,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x64-based Systems (KB4577053) (ESU),Missing,40-0225,4577053,"Sep 8, 2020",Microsoft
29764,MS20-SEP2,2020-09 Security Only Quality Update for Windows 7 for x64-based Systems (KB4577053) (ESU),Missing,98-0043,4577053,"Sep 8, 2020",Microsoft
29801,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows Server 2008 R2 for x64 (KB4576490) (ESU),Missing,PCIBOJD1,4576490,"Sep 8, 2020",Microsoft
29801,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows Server 2008 R2 for x64 (KB4576490) (ESU),Missing,T8XAPD2,4576490,"Sep 8, 2020",Microsoft
29802,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows 7 for x64 (KB4576490) (ESU),Missing,07-0708,4576490,"Sep 8, 2020",Microsoft
29802,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows 7 for x64 (KB4576490) (ESU),Missing,46-0143,4576490,"Sep 8, 2020",Microsoft
29802,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows 7 for x64 (KB4576490) (ESU),Missing,46-0145,4576490,"Sep 8, 2020",Microsoft
29802,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows 7 for x64 (KB4576490) (ESU),Missing,40-0225,4576490,"Sep 8, 2020",Microsoft
29803,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows 7 (KB4576490) (ESU),Missing,TOOL9-PC,4576490,"Sep 8, 2020",Microsoft
29803,MS20-SEP14,2020-09 Security Only Update for .NET Framework 4.8 for Windows 7 (KB4576490) (ESU),Missing,TOOL10-PC,4576490,"Sep 8, 2020",Microsoft
29872,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 for x86-based Systems (KB4577070) (ESU),Missing,T8FILP1,4577070,"Sep 8, 2020",Microsoft
29872,MS20-SEP2,2020-09 Security Only Quality Update for Windows Server 2008 for x86-based Systems (KB4577070) (ESU),Missing,T8APPP1,4577070,"Sep 8, 2020",Microsoft
29935,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4567703),Missing,T8WEBT1,4567703,"Oct 13, 2020",Microsoft
29935,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4567703),Missing,T8WEBT2,4567703,"Oct 13, 2020",Microsoft
29935,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4567703),Missing,T8WEBT3,4567703,"Oct 13, 2020",Microsoft
29935,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4567703),Missing,T16WEBT1,4567703,"Oct 13, 2020",Microsoft
29935,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4567703),Missing,T16WEBT2,4567703,"Oct 13, 2020",Microsoft
29936,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4562053),Missing,T8WEBT1,4562053,"Oct 13, 2020",Microsoft
29936,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4562053),Missing,T8WEBT2,4562053,"Oct 13, 2020",Microsoft
29936,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4562053),Missing,T8WEBT3,4562053,"Oct 13, 2020",Microsoft
29936,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4562053),Missing,T16WEBT1,4562053,"Oct 13, 2020",Microsoft
29936,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4562053),Missing,T16WEBT2,4562053,"Oct 13, 2020",Microsoft
29937,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4538032),Missing,T8WEBT1,4538032,"Oct 13, 2020",Microsoft
29937,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4538032),Missing,T8WEBT2,4538032,"Oct 13, 2020",Microsoft
29937,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4538032),Missing,T8WEBT3,4538032,"Oct 13, 2020",Microsoft
29937,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4538032),Missing,T16WEBT1,4538032,"Oct 13, 2020",Microsoft
29937,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4538032),Missing,T16WEBT2,4538032,"Oct 13, 2020",Microsoft
29938,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4571481),Missing,T8WEBT1,4571481,"Oct 13, 2020",Microsoft
29938,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4571481),Missing,T8WEBT2,4571481,"Oct 13, 2020",Microsoft
29938,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4571481),Missing,T8WEBT3,4571481,"Oct 13, 2020",Microsoft
29938,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4571481),Missing,T16WEBT1,4571481,"Oct 13, 2020",Microsoft
29938,MS20-SEP17,Security update for Microsoft Visual Studio 2015 Update 3 (KB4571481),Missing,T16WEBT2,4571481,"Oct 13, 2020",Microsoft
29939,MS20-SEP17,Security update for the Diagnostics Hub Standard Collector elevation of privilege vulnerability in Visual Studio 2015 Update 3 (KB4469516),Missing,T8WEBT1,4469516,"Oct 13, 2020",Microsoft
29939,MS20-SEP17,Security update for the Diagnostics Hub Standard Collector elevation of privilege vulnerability in Visual Studio 2015 Update 3 (KB4469516),Missing,T8WEBT2,4469516,"Oct 13, 2020",Microsoft
29939,MS20-SEP17,Security update for the Diagnostics Hub Standard Collector elevation of privilege vulnerability in Visual Studio 2015 Update 3 (KB4469516),Missing,T8WEBT3,4469516,"Oct 13, 2020",Microsoft
29939,MS20-SEP17,Security update for the Diagnostics Hub Standard Collector elevation of privilege vulnerability in Visual Studio 2015 Update 3 (KB4469516),Missing,T16WEBT1,4469516,"Oct 13, 2020",Microsoft
29939,MS20-SEP17,Security update for the Diagnostics Hub Standard Collector elevation of privilege vulnerability in Visual Studio 2015 Update 3 (KB4469516),Missing,T16WEBT2,4469516,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,AIO-TEST,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0207,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0217,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0211,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0198,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0222,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0221,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0223,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0224,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,WES70B5E83BECA7,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,PCI-AIO-990XXX,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,99-0117MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0210,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0228,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0220,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,XX-XXXXAIO,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0209MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0213MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0212MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0215MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0214MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0218MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0219MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0217MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0216MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,99-0119MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,99-0118MTH,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0227,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0230,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0229,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0232,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0231,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0233,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0234,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0236,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0240,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0239,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0241,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0238,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0242,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0243,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0244,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0245,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0246,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0247,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0248,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0249,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0250,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,99-0126AIO,4580325,"Oct 13, 2020",Microsoft
29951,MS20-OCT1,2020-10 Security Update for Adobe Flash Player for Windows 10 Version 1607 for x64-based Systems (KB4580325),Missing,30-0251,4580325,"Oct 13, 2020",Microsoft
